timestamp,event_type_id,event_type_name,arb_count,daily_arb_count,weekly_arb_count,interval_seconds
2026-04-18T18:30:16.713786+00:00,4,Unknown,0,44,44,10
2026-04-18T18:30:18.591312+00:00,2,Tennis,0,17,17,20
2026-04-18T18:30:28.521414+00:00,4,Unknown,0,44,44,10
2026-04-18T18:30:40.302066+00:00,4,Unknown,0,44,44,10
2026-04-18T18:30:41.752575+00:00,2,Tennis,1,18,18,20
2026-04-18T18:30:52.159093+00:00,4,Unknown,0,44,44,10
2026-04-18T18:31:03.315613+00:00,2,Tennis,1,19,19,20
2026-04-18T18:31:05.288866+00:00,4,Unknown,0,44,44,10
2026-04-18T18:31:17.266202+00:00,4,Unknown,0,44,44,10
2026-04-18T18:31:24.773225+00:00,2,Tennis,1,20,20,20
2026-04-18T18:31:29.163829+00:00,4,Unknown,0,44,44,10
2026-04-18T18:31:40.954784+00:00,4,Unknown,0,44,44,10
2026-04-18T18:31:46.218859+00:00,2,Tennis,1,21,21,20
2026-04-18T18:31:53.027231+00:00,4,Unknown,0,44,44,10
