status,bet_id,market_id,selection_id,handicap,side,avg_price_matched,size_matched,size_remaining,gross_profit,commission,net_pnl,mtm_green_pnl,placed_date,settled_date,customer_order_ref,customer_strategy_ref
SETTLED,425526182542,1.256657012,2954263,0.0,BACK,1.19,2.0,0.0,0.38,0.0,0.38,,2026-04-14 16:38:10+00:00,2026-04-14 18:03:32+00:00,bcd7950339dcf-139954774904202571,risk_backfave
SETTLED,425526197725,1.256657012,2954263,0.0,BACK,1.22,2.0,0.0,0.44,0.0,0.44,,2026-04-14 16:38:18+00:00,2026-04-14 18:03:32+00:00,bcd7950339dcf-139954774989119630,risk_backfave
SETTLED,425526600388,1.256657012,2954263,0.0,BACK,1.2,2.0,0.0,0.4,0.0,0.4,,2026-04-14 16:41:13+00:00,2026-04-14 18:03:32+00:00,bcd7950339dcf-139954776737375986,risk_backfave
SETTLED,425526653935,1.256657012,2954263,0.0,BACK,1.2,2.0,0.0,0.4,0.0,0.4,,2026-04-14 16:41:36+00:00,2026-04-14 18:03:32+00:00,bcd7950339dcf-139954776966685146,risk_backfave
SETTLED,425526724234,1.256657012,2954263,0.0,BACK,1.28,2.0,0.0,0.56,0.0,0.56,,2026-04-14 16:42:04+00:00,2026-04-14 18:03:32+00:00,bcd7950339dcf-139954777246789058,risk_backfave
SETTLED,425528840647,1.256657012,2954263,0.0,BACK,1.19,2.0,0.0,0.38,0.0,0.38,,2026-04-14 17:01:40+00:00,2026-04-14 18:03:32+00:00,bcd7950339dcf-139954789000876881,risk_backfave
SETTLED,425528861587,1.256657012,2954263,0.0,BACK,1.19,2.0,0.0,0.38,0.0,0.38,,2026-04-14 17:01:50+00:00,2026-04-14 18:03:32+00:00,bcd7950339dcf-139954789102191021,risk_backfave
SETTLED,425529173826,1.256657012,2954263,0.0,BACK,1.09,2.0,0.0,0.18,0.0,0.18,,2026-04-14 17:04:29+00:00,2026-04-14 18:03:32+00:00,bcd7950339dcf-139954790692575037,risk_backfave
SETTLED,425529196176,1.256657012,2954263,0.0,BACK,1.09,2.0,0.0,0.18,0.0,0.18,,2026-04-14 17:04:42+00:00,2026-04-14 18:03:32+00:00,bcd7950339dcf-139954790827663753,risk_backfave
SETTLED,425529233199,1.256657012,2954263,0.0,BACK,1.11,2.0,0.0,0.22,0.0,0.22,,2026-04-14 17:05:05+00:00,2026-04-14 18:03:32+00:00,bcd7950339dcf-139954791049780252,risk_backfave
SETTLED,425483299204,1.256753520,96574239,0.0,BACK,1.17,2.0,0.0,0.34,0.0,0.34,,2026-04-14 08:18:53+00:00,2026-04-14 10:44:53+00:00,bcd7950339dcf-139954475338856464,risk_backfave
SETTLED,425483301853,1.256753520,96574239,0.0,BACK,1.19,2.0,0.0,0.38,0.0,0.38,,2026-04-14 08:18:59+00:00,2026-04-14 10:44:53+00:00,bcd7950339dcf-139954475389841451,risk_backfave
SETTLED,425483315252,1.256753520,96574239,0.0,BACK,1.19,2.0,0.0,0.38,0.0,0.38,,2026-04-14 08:19:21+00:00,2026-04-14 10:44:53+00:00,bcd7950339dcf-139954475615897763,risk_backfave
SETTLED,425483359305,1.256753520,96574239,0.0,BACK,1.19,2.0,0.0,0.38,0.0,0.38,,2026-04-14 08:20:22+00:00,2026-04-14 10:44:53+00:00,bcd7950339dcf-139954476226802363,risk_backfave
SETTLED,425483365973,1.256753520,96574239,0.0,BACK,1.2,2.0,0.0,0.4,0.0,0.4,,2026-04-14 08:20:30+00:00,2026-04-14 10:44:53+00:00,bcd7950339dcf-139954476309108555,risk_backfave
SETTLED,425483407010,1.256753520,96574239,0.0,BACK,1.19,2.0,0.0,0.38,0.0,0.38,,2026-04-14 08:21:26+00:00,2026-04-14 10:44:53+00:00,bcd7950339dcf-139954476860293067,risk_backfave
SETTLED,425483436025,1.256753520,96574239,0.0,BACK,1.23,2.0,0.0,0.46,0.0,0.46,,2026-04-14 08:22:06+00:00,2026-04-14 10:44:53+00:00,bcd7950339dcf-139954477259772176,risk_backfave
SETTLED,425486808091,1.256753520,96574239,0.0,BACK,1.15,2.0,0.0,0.3,0.0,0.3,,2026-04-14 09:30:24+00:00,2026-04-14 10:44:53+00:00,bcd7950339dcf-139954518248103954,risk_backfave
SETTLED,425486846377,1.256753520,96574239,0.0,BACK,1.15,2.0,0.0,0.3,0.0,0.3,,2026-04-14 09:31:14+00:00,2026-04-14 10:44:53+00:00,bcd7950339dcf-139954518746176027,risk_backfave
SETTLED,425486926863,1.256753520,96574239,0.0,BACK,1.15,2.0,0.0,0.3,0.0,0.3,,2026-04-14 09:32:41+00:00,2026-04-14 10:44:53+00:00,bcd7950339dcf-139954519616990898,risk_backfave
SETTLED,425474799490,1.256753613,96697476,0.0,BACK,1.2,2.0,0.0,0.4,0.0,0.4,,2026-04-14 03:39:57+00:00,2026-04-14 06:08:41+00:00,bcd7950339dcf-139954307975932686,risk_backfave
SETTLED,425475040003,1.256753613,96697476,0.0,BACK,1.19,2.0,0.0,0.38,0.0,0.38,,2026-04-14 03:51:52+00:00,2026-04-14 06:08:41+00:00,bcd7950339dcf-139954315126899265,risk_backfave
SETTLED,425475084604,1.256753613,96697476,0.0,BACK,1.19,2.0,0.0,0.38,0.0,0.38,,2026-04-14 03:54:02+00:00,2026-04-14 06:08:41+00:00,bcd7950339dcf-139954316429697422,risk_backfave
SETTLED,425475116275,1.256753613,96697476,0.0,BACK,1.18,2.0,0.0,0.36,0.0,0.36,,2026-04-14 03:55:36+00:00,2026-04-14 06:08:41+00:00,bcd7950339dcf-139954317365292585,risk_backfave
SETTLED,425475395830,1.256753613,96697476,0.0,BACK,1.05,2.0,0.0,0.1,0.0,0.1,,2026-04-14 04:02:54+00:00,2026-04-14 06:08:41+00:00,bcd7950339dcf-139954321749043019,risk_backfave
SETTLED,425475522823,1.256753613,96697476,0.0,BACK,1.05,2.0,0.0,0.1,0.0,0.1,,2026-04-14 04:06:59+00:00,2026-04-14 06:08:41+00:00,bcd7950339dcf-139954324197709627,risk_backfave
SETTLED,425475709456,1.256753613,96697476,0.0,BACK,1.06,2.0,0.0,0.12,0.0,0.12,,2026-04-14 04:14:28+00:00,2026-04-14 06:08:41+00:00,bcd7950339dcf-139954328685608785,risk_backfave
SETTLED,425475846714,1.256753613,96697476,0.0,BACK,1.07,1.62,0.0,0.11,0.0,0.11,,2026-04-14 04:19:39+00:00,2026-04-14 06:08:41+00:00,bcd7950339dcf-139954331791078839,risk_backfave
SETTLED,425475887963,1.256753613,96697476,0.0,BACK,1.07,2.0,0.0,0.14,0.0,0.14,,2026-04-14 04:21:20+00:00,2026-04-14 06:08:41+00:00,bcd7950339dcf-139954332806794539,risk_backfave
SETTLED,425475896225,1.256753613,96697476,0.0,BACK,1.08,2.0,0.0,0.16,0.0,0.16,,2026-04-14 04:21:40+00:00,2026-04-14 06:08:41+00:00,bcd7950339dcf-139954333009745191,risk_backfave
