status,bet_id,market_id,selection_id,handicap,side,avg_price_matched,size_matched,size_remaining,gross_profit,commission,net_pnl,mtm_green_pnl,placed_date,settled_date,customer_order_ref,customer_strategy_ref
SETTLED,412334019112,1.251653471,51635549,0.0,BACK,1.17,2.0,0.0,0.34,0.0,0.34,,2025-12-14 17:07:02+00:00,2025-12-14 18:05:46+00:00,bcd7950339dcf-139850248229493727,risk_backfave
SETTLED,412334039305,1.251653471,51635549,0.0,BACK,1.17,2.0,0.0,0.34,0.0,0.34,,2025-12-14 17:07:11+00:00,2025-12-14 18:05:46+00:00,bcd7950339dcf-139850248319532989,risk_backfave
SETTLED,412334076526,1.251653471,51635549,0.0,BACK,1.3,2.0,0.0,0.6,0.0,0.6,,2025-12-14 17:07:30+00:00,2025-12-14 18:05:46+00:00,bcd7950339dcf-139850248506779584,risk_backfave
SETTLED,412335334862,1.251653471,51635549,0.0,BACK,1.17,2.0,0.0,0.34,0.0,0.34,,2025-12-14 17:15:51+00:00,2025-12-14 18:05:46+00:00,bcd7950339dcf-139850253518053797,risk_backfave
SETTLED,412335438438,1.251653471,51635549,0.0,BACK,1.18,2.0,0.0,0.36,0.0,0.36,,2025-12-14 17:16:36+00:00,2025-12-14 18:05:46+00:00,bcd7950339dcf-139850253964931861,risk_backfave
SETTLED,412335610028,1.251653471,51635549,0.0,BACK,1.18,2.0,0.0,0.36,0.0,0.36,,2025-12-14 17:17:44+00:00,2025-12-14 18:05:46+00:00,bcd7950339dcf-139850254640117354,risk_backfave
SETTLED,412335666617,1.251653471,51635549,0.0,BACK,1.19,2.0,0.0,0.38,0.0,0.38,,2025-12-14 17:18:04+00:00,2025-12-14 18:05:46+00:00,bcd7950339dcf-139850254841096636,risk_backfave
SETTLED,412335698762,1.251653471,51635549,0.0,BACK,1.19,2.0,0.0,0.38,0.0,0.38,,2025-12-14 17:18:14+00:00,2025-12-14 18:05:46+00:00,bcd7950339dcf-139850254949359373,risk_backfave
SETTLED,412335726744,1.251653471,51635549,0.0,BACK,1.2,2.0,0.0,0.4,0.0,0.4,,2025-12-14 17:18:25+00:00,2025-12-14 18:05:46+00:00,bcd7950339dcf-139850255055296055,risk_backfave
SETTLED,412335855860,1.251653471,51635549,0.0,BACK,1.1,2.0,0.0,0.2,0.0,0.2,,2025-12-14 17:19:13+00:00,2025-12-14 18:05:46+00:00,bcd7950339dcf-139850255539565251,risk_backfave
SETTLED,412297653452,1.251596004,414464,0.0,BACK,1.19,2.0,0.0,0.38,0.0,0.38,,2025-12-14 13:39:18+00:00,2025-12-14 16:51:12+00:00,bcd7950339dcf-139850123588658824,risk_backfave
SETTLED,412297704219,1.251596004,414464,0.0,BACK,1.18,2.0,0.0,0.36,0.0,0.36,,2025-12-14 13:39:33+00:00,2025-12-14 16:51:12+00:00,bcd7950339dcf-139850123732244807,risk_backfave
