status,bet_id,market_id,selection_id,handicap,side,avg_price_matched,size_matched,size_remaining,gross_profit,commission,net_pnl,mtm_green_pnl,placed_date,settled_date,customer_order_ref,customer_strategy_ref
SETTLED,404614890977,1.248670309,3786094,0.0,BACK,1.09,2.0,0.0,0.18,0.0,0.18,,2025-10-08 16:44:21+00:00,2025-10-08 19:39:28+00:00,bcd7950339dcf-139792346616340470,risk_backfave
SETTLED,404614932195,1.248670309,3786094,0.0,BACK,1.15,2.0,0.0,0.3,0.0,0.3,,2025-10-08 16:44:47+00:00,2025-10-08 19:39:28+00:00,bcd7950339dcf-139792346871011540,risk_backfave
SETTLED,404614959609,1.248670309,3786094,0.0,BACK,1.16,2.0,0.0,0.32,0.0,0.32,,2025-10-08 16:45:03+00:00,2025-10-08 19:39:28+00:00,bcd7950339dcf-139792346924278340,risk_backfave
SETTLED,404614959731,1.248670309,3786094,0.0,BACK,1.16,2.0,0.0,0.32,0.0,0.32,,2025-10-08 16:45:03+00:00,2025-10-08 19:39:28+00:00,bcd7950339dcf-139792347037975760,risk_backfave
SETTLED,404614967351,1.248670309,3786094,0.0,BACK,1.17,2.0,0.0,0.34,0.0,0.34,,2025-10-08 16:45:08+00:00,2025-10-08 19:39:28+00:00,bcd7950339dcf-139792347089099500,risk_backfave
SETTLED,404618212429,1.248670309,3786094,0.0,BACK,1.28,2.0,0.0,0.56,0.0,0.56,,2025-10-08 17:20:12+00:00,2025-10-08 19:39:28+00:00,,
SETTLED,404620041485,1.248670309,3786094,0.0,BACK,1.14,2.0,0.0,0.28,0.0,0.28,,2025-10-08 17:38:05+00:00,2025-10-08 19:39:28+00:00,bcd7950339dcf-139792378857504540,risk_backfave
SETTLED,404620134087,1.248670309,3786094,0.0,BACK,1.15,2.0,0.0,0.3,0.0,0.3,,2025-10-08 17:38:57+00:00,2025-10-08 19:39:28+00:00,bcd7950339dcf-139792379374536760,risk_backfave
SETTLED,404620134125,1.248670309,3786094,0.0,BACK,1.15,2.0,0.0,0.3,0.0,0.3,,2025-10-08 17:38:57+00:00,2025-10-08 19:39:28+00:00,bcd7950339dcf-139792379374510870,risk_backfave
SETTLED,404616377810,1.248724665,2857971,0.0,BACK,1.18,2.0,0.0,0.36,0.0,0.36,,2025-10-08 17:03:08+00:00,2025-10-08 18:06:45+00:00,bcd7950339dcf-139792357885812500,risk_backfave
SETTLED,404616751931,1.248724665,2857971,0.0,BACK,1.13,2.0,0.0,0.26,0.0,0.26,,2025-10-08 17:06:57+00:00,2025-10-08 18:06:45+00:00,bcd7950339dcf-139792360177368670,risk_backfave
SETTLED,404617468220,1.248724665,2857971,0.0,BACK,1.08,2.0,0.0,0.16,0.0,0.16,,2025-10-08 17:12:52+00:00,2025-10-08 18:06:45+00:00,bcd7950339dcf-139792363725056980,risk_backfave
SETTLED,404617482701,1.248724665,2857971,0.0,BACK,1.1,2.0,0.0,0.2,0.0,0.2,,2025-10-08 17:13:01+00:00,2025-10-08 18:06:45+00:00,bcd7950339dcf-139792363813293470,risk_backfave
SETTLED,404617525451,1.248724665,2857971,0.0,BACK,1.13,2.0,0.0,0.26,0.0,0.26,,2025-10-08 17:13:24+00:00,2025-10-08 18:06:45+00:00,bcd7950339dcf-139792364043177060,risk_backfave
SETTLED,404617712496,1.248724665,2857971,0.0,BACK,1.11,2.0,0.0,0.22,0.0,0.22,,2025-10-08 17:15:08+00:00,2025-10-08 18:06:45+00:00,bcd7950339dcf-139792365088011430,risk_backfave
SETTLED,404617724614,1.248724665,2857971,0.0,BACK,1.15,2.0,0.0,0.3,0.0,0.3,,2025-10-08 17:15:16+00:00,2025-10-08 18:06:45+00:00,bcd7950339dcf-139792365165941260,risk_backfave
