status,bet_id,market_id,selection_id,handicap,side,avg_price_matched,size_matched,size_remaining,gross_profit,commission,net_pnl,mtm_green_pnl,placed_date,settled_date,customer_order_ref,customer_strategy_ref
SETTLED,413186267943,1.251972359,51464668,0.0,BACK,1.15,2.0,0.0,0.3,0.0,0.3,,2025-12-24 15:45:35+00:00,2025-12-24 17:55:02+00:00,bcd7950339dcf-139858839354305188,risk_backfave
SETTLED,413186284978,1.251972359,51464668,0.0,BACK,1.16,2.0,0.0,0.32,0.0,0.32,,2025-12-24 15:46:03+00:00,2025-12-24 17:55:02+00:00,bcd7950339dcf-139858839631189581,risk_backfave
SETTLED,413186303652,1.251972359,51464668,0.0,BACK,1.16,2.0,0.0,0.32,0.0,0.32,,2025-12-24 15:46:31+00:00,2025-12-24 17:55:02+00:00,bcd7950339dcf-139858839916256734,risk_backfave
SETTLED,413186320701,1.251972359,51464668,0.0,BACK,1.11,2.0,0.0,0.22,0.0,0.22,,2025-12-24 15:46:59+00:00,2025-12-24 17:55:02+00:00,bcd7950339dcf-139858840194683406,risk_backfave
SETTLED,413186326900,1.251972359,51464668,0.0,BACK,1.11,2.0,0.0,0.22,0.0,0.22,,2025-12-24 15:47:07+00:00,2025-12-24 17:55:02+00:00,bcd7950339dcf-139858840276773514,risk_backfave
SETTLED,413186329846,1.251972359,51464668,0.0,BACK,1.11,2.0,0.0,0.22,0.0,0.22,,2025-12-24 15:47:13+00:00,2025-12-24 17:55:02+00:00,bcd7950339dcf-139858840336873841,risk_backfave
SETTLED,413186336466,1.251972359,51464668,0.0,BACK,1.11,2.0,0.0,0.22,0.0,0.22,,2025-12-24 15:47:23+00:00,2025-12-24 17:55:02+00:00,bcd7950339dcf-139858840438792209,risk_backfave
SETTLED,413186341367,1.251972359,51464668,0.0,BACK,1.11,2.0,0.0,0.22,0.0,0.22,,2025-12-24 15:47:30+00:00,2025-12-24 17:55:02+00:00,bcd7950339dcf-139858840502963762,risk_backfave
SETTLED,413186358965,1.251972359,51464668,0.0,BACK,1.11,2.0,0.0,0.22,0.0,0.22,,2025-12-24 15:47:57+00:00,2025-12-24 17:55:02+00:00,bcd7950339dcf-139858840777966510,risk_backfave
SETTLED,413186379208,1.251972359,51464668,0.0,BACK,1.11,2.0,0.0,0.22,0.0,0.22,,2025-12-24 15:48:28+00:00,2025-12-24 17:55:02+00:00,bcd7950339dcf-139858841084482674,risk_backfave
