status,bet_id,market_id,selection_id,handicap,side,avg_price_matched,size_matched,size_remaining,gross_profit,commission,net_pnl,mtm_green_pnl,placed_date,settled_date,customer_order_ref,customer_strategy_ref
SETTLED,412214396362,1.251612505,5988607,0.0,BACK,1.18,2.0,0.0,0.36,0.0,0.36,,2025-12-13 18:41:25+00:00,2025-12-13 20:45:01+00:00,bcd7950339dcf-139849440857332552,risk_backfave
SETTLED,412214557534,1.251612505,5988607,0.0,BACK,1.2,2.0,0.0,0.4,0.0,0.4,,2025-12-13 18:42:21+00:00,2025-12-13 20:45:01+00:00,bcd7950339dcf-139849441411952351,risk_backfave
SETTLED,412215069779,1.251612505,5988607,0.0,BACK,1.09,2.0,0.0,0.18,0.0,0.18,,2025-12-13 18:45:15+00:00,2025-12-13 20:45:01+00:00,bcd7950339dcf-139849443155372984,risk_backfave
SETTLED,412215208989,1.251612505,5988607,0.0,BACK,1.09,2.0,0.0,0.18,0.0,0.18,,2025-12-13 18:46:01+00:00,2025-12-13 20:45:01+00:00,bcd7950339dcf-139849443612091550,risk_backfave
SETTLED,412215765699,1.251612505,5988607,0.0,BACK,1.07,2.0,0.0,0.14,0.0,0.14,,2025-12-13 18:49:46+00:00,2025-12-13 20:45:01+00:00,bcd7950339dcf-139849445861120988,risk_backfave
SETTLED,412216057894,1.251612505,5988607,0.0,BACK,1.07,2.0,0.0,0.14,0.0,0.14,,2025-12-13 18:51:51+00:00,2025-12-13 20:45:01+00:00,bcd7950339dcf-139849447113437212,risk_backfave
SETTLED,412216091322,1.251612505,5988607,0.0,BACK,1.08,2.0,0.0,0.16,0.0,0.16,,2025-12-13 18:52:05+00:00,2025-12-13 20:45:01+00:00,bcd7950339dcf-139849447254153344,risk_backfave
SETTLED,412216197533,1.251612505,5988607,0.0,BACK,1.08,2.0,0.0,0.16,0.0,0.16,,2025-12-13 18:52:50+00:00,2025-12-13 20:45:01+00:00,bcd7950339dcf-139849447707812364,risk_backfave
SETTLED,412216358744,1.251612505,5988607,0.0,BACK,1.07,2.0,0.0,0.14,0.0,0.14,,2025-12-13 18:54:08+00:00,2025-12-13 20:45:01+00:00,bcd7950339dcf-139849448480274889,risk_backfave
SETTLED,412216376418,1.251612505,5988607,0.0,BACK,1.09,2.0,0.0,0.18,0.0,0.18,,2025-12-13 18:54:16+00:00,2025-12-13 20:45:01+00:00,bcd7950339dcf-139849448569420208,risk_backfave
