status,bet_id,market_id,selection_id,handicap,side,avg_price_matched,size_matched,size_remaining,gross_profit,commission,net_pnl,mtm_green_pnl,placed_date,settled_date,customer_order_ref,customer_strategy_ref
SETTLED,404910876245,1.248913043,89724300,0.0,BACK,1.2,2.0,0.0,0.4,0.0,0.4,,2025-10-11 14:31:12,2025-10-11 15:30:21,bcd7950339dcf-139794858726470690,risk_backfave
SETTLED,404914551295,1.248913043,89724300,0.0,BACK,1.3,2.0,0.0,0.6,0.0,0.6,,2025-10-11 14:45:11,2025-10-11 15:30:21,bcd7950339dcf-139794867102596571,risk_backfave
SETTLED,404879737749,1.248912951,37303,0.0,BACK,1.03,2.0,0.0,0.06,0.0,0.06,,2025-10-11 10:29:38,2025-10-11 12:15:00,bcd7950339dcf-139794713782815500,risk_backfave
SETTLED,404872447309,1.248912950,84688120,0.0,BACK,1.21,1.0,0.0,0.21,0.0,0.21,,2025-10-11 08:47:19,2025-10-11 12:14:59,bcd7950339dcf-139794652398472640,risk_backfave
SETTLED,404875859718,1.248912950,84688120,0.0,BACK,1.13,2.0,0.0,0.26,0.0,0.26,,2025-10-11 09:36:43,2025-10-11 12:14:59,bcd7950339dcf-139794682033074670,risk_backfave
SETTLED,404877008539,1.248912950,84688120,0.0,BACK,1.14,2.0,0.0,0.28,0.0,0.28,,2025-10-11 09:52:21,2025-10-11 12:14:59,bcd7950339dcf-139794691418612060,risk_backfave
SETTLED,404877122495,1.248912950,84688120,0.0,BACK,1.19,2.0,0.0,0.38,0.0,0.38,,2025-10-11 09:53:57,2025-10-11 12:14:59,bcd7950339dcf-139794692373689490,risk_backfave
SETTLED,404877630875,1.248912950,84688120,0.0,BACK,1.18,2.0,0.0,0.36,0.0,0.36,,2025-10-11 10:00:57,2025-10-11 12:14:59,bcd7950339dcf-139794696570500330,risk_backfave
SETTLED,404877650614,1.248912950,84688120,0.0,BACK,1.2,2.0,0.0,0.4,0.0,0.4,,2025-10-11 10:01:11,2025-10-11 12:14:59,bcd7950339dcf-139794696711642880,risk_backfave
SETTLED,404878109502,1.248912950,84688120,0.0,BACK,1.11,2.0,0.0,0.22,0.0,0.22,,2025-10-11 10:07:29,2025-10-11 12:14:59,bcd7950339dcf-139794700498774140,risk_backfave
SETTLED,404861347450,1.248912677,89724114,0.0,BACK,1.13,2.0,0.0,-2.0,0.0,-2.0,,2025-10-11 05:30:38,2025-10-11 09:21:05,bcd7950339dcf-139794534389121750,risk_backfave
SETTLED,404861486066,1.248912677,89724114,0.0,BACK,1.17,2.0,0.0,-2.0,0.0,-2.0,,2025-10-11 05:32:55,2025-10-11 09:21:05,bcd7950339dcf-139794535757022940,risk_backfave
SETTLED,404861720675,1.248912677,89724114,0.0,BACK,1.16,2.0,0.0,-2.0,0.0,-2.0,,2025-10-11 05:36:48,2025-10-11 09:21:05,bcd7950339dcf-139794538087413220,risk_backfave
SETTLED,404862214837,1.248912677,89724114,0.0,BACK,1.16,2.0,0.0,-2.0,0.0,-2.0,,2025-10-11 05:44:32,2025-10-11 09:21:05,bcd7950339dcf-139794542719811750,risk_backfave
SETTLED,404862579323,1.248912677,89724114,0.0,BACK,1.15,2.0,0.0,-2.0,0.0,-2.0,,2025-10-11 05:50:28,2025-10-11 09:21:05,bcd7950339dcf-139794546281687940,risk_backfave
SETTLED,404863146616,1.248912677,89724114,0.0,BACK,1.15,2.0,0.0,-2.0,0.0,-2.0,,2025-10-11 06:00:48,2025-10-11 09:21:05,bcd7950339dcf-139794552487080350,risk_backfave
SETTLED,404863444268,1.248912677,89724114,0.0,BACK,1.16,2.0,0.0,-2.0,0.0,-2.0,,2025-10-11 06:06:32,2025-10-11 09:21:05,bcd7950339dcf-139794555928558220,risk_backfave
SETTLED,404864843023,1.248912677,89724114,0.0,BACK,1.19,1.0,0.0,-1.0,0.0,-1.0,,2025-10-11 06:29:42,2025-10-11 09:21:05,bcd7950339dcf-139794569822170430,risk_backfave
SETTLED,404865234275,1.248912677,89724114,0.0,BACK,1.23,2.0,0.0,-2.0,0.0,-2.0,,2025-10-11 06:36:15,2025-10-11 09:21:05,bcd7950339dcf-139794573751513930,risk_backfave
SETTLED,404865440214,1.248912677,89724114,0.0,BACK,1.22,2.0,0.0,-2.0,0.0,-2.0,,2025-10-11 06:40:18,2025-10-11 09:21:05,bcd7950339dcf-139794576181044540,risk_backfave
SETTLED,404865494284,1.248912677,89724114,0.0,BACK,1.22,2.0,0.0,-2.0,0.0,-2.0,,2025-10-11 06:41:23,2025-10-11 09:21:05,bcd7950339dcf-139794576838668670,risk_backfave
SETTLED,404868845129,1.248912677,89724114,0.0,BACK,1.18,2.0,0.0,-2.0,0.0,-2.0,,2025-10-11 07:45:24,2025-10-11 09:21:05,bcd7950339dcf-139794615248240460,risk_backfave
SETTLED,404870189969,1.248912677,89724114,0.0,BACK,1.2,2.0,0.0,-2.0,0.0,-2.0,,2025-10-11 08:09:32,2025-10-11 09:21:05,bcd7950339dcf-139794629721450140,risk_backfave
SETTLED,404870571683,1.248912677,89724114,0.0,BACK,1.19,2.0,0.0,-2.0,0.0,-2.0,,2025-10-11 08:16:16,2025-10-11 09:21:05,bcd7950339dcf-139794633768389750,risk_backfave
SETTLED,404871629186,1.248912677,89724114,0.0,LAY,7.2,2.0,0.0,2.0,0.0,2.0,,2025-10-11 08:34:25,2025-10-11 09:21:05,bcd7950339dcf-139794644654873710,risk_backfave
SETTLED,404871663649,1.248912678,37303,0.0,BACK,1.04,1.5,0.0,0.06,0.0,0.06,,2025-10-11 08:34:59,2025-10-11 09:21:05,bcd7950339dcf-139794644991089710,risk_backfave
SETTLED,404871699465,1.248912677,89724114,0.0,LAY,11.0,2.0,0.0,2.0,0.0,2.0,,2025-10-11 08:35:26,2025-10-11 09:21:05,bcd7950339dcf-139794645267227970,risk_backfave
SETTLED,404871726047,1.248912677,89783580,0.0,BACK,1.16,2.0,0.0,0.32,0.0,0.32,,2025-10-11 08:35:50,2025-10-11 09:21:05,bcd7950339dcf-139794645501547040,risk_backfave
SETTLED,404871849333,1.248912677,89783580,0.0,BACK,1.11,2.0,0.0,0.22,0.0,0.22,,2025-10-11 08:37:56,2025-10-11 09:21:05,bcd7950339dcf-139794646764331470,risk_backfave
