status,bet_id,market_id,selection_id,handicap,side,avg_price_matched,size_matched,size_remaining,gross_profit,commission,net_pnl,mtm_green_pnl,placed_date,settled_date,customer_order_ref,customer_strategy_ref
SETTLED,404571791643,1.248723955,3786092,0.0,BACK,1.02,2.0,0.0,0.04,0.0,0.04,,2025-10-08 08:11:11,2025-10-08 09:16:32,da226752c680e-139792038705498150,HugoStrat
SETTLED,404553479119,1.248733310,37303,0.0,BACK,1.03,2.0,0.0,0.07,0.0,0.07,,2025-10-08 01:01:17,2025-10-08 06:36:30,da226752c680e-139791780778142730,HugoStrat
SETTLED,404553730631,1.248733310,37303,0.0,BACK,1.04,1.94,0.0,0.08,0.0,0.08,,2025-10-08 01:07:20,2025-10-08 06:36:30,da226752c680e-139791784409711320,HugoStrat
SETTLED,404554107385,1.248733310,37303,0.0,BACK,1.06,1.94,0.0,0.11,0.0,0.11,,2025-10-08 01:17:10,2025-10-08 06:36:30,da226752c680e-139791790307524070,HugoStrat
SETTLED,404551196853,1.248733308,89039413,0.0,BACK,1.19,1.42,0.0,0.27,0.0,0.27,,2025-10-07 23:52:39,2025-10-08 06:36:12,da226752c680e-139791739591626130,HugoStrat
SETTLED,404552066622,1.248733308,89039413,0.0,BACK,1.12,2.0,0.0,0.24,0.0,0.24,,2025-10-08 00:25:11,2025-10-08 06:36:12,da226752c680e-139791759119542350,HugoStrat
SETTLED,404552506097,1.248733308,89039413,0.0,BACK,1.07,2.0,0.0,0.14,0.0,0.14,,2025-10-08 00:36:31,2025-10-08 06:36:12,da226752c680e-139791765910978080,HugoStrat
SETTLED,404559355604,1.248769723,83583845,0.0,BACK,1.15,2.0,0.0,0.3,0.0,0.3,,2025-10-08 03:38:18,2025-10-08 04:44:12,da226752c680e-139791874985958920,HugoStrat
SETTLED,404559552868,1.248769723,83583845,0.0,BACK,1.14,2.0,0.0,0.28,0.0,0.28,,2025-10-08 03:42:46,2025-10-08 04:44:12,da226752c680e-139791877661838350,HugoStrat
SETTLED,404559905501,1.248769723,83583845,0.0,BACK,1.06,2.0,0.0,0.12,0.0,0.12,,2025-10-08 03:51:02,2025-10-08 04:44:12,da226752c680e-139791882624316210,HugoStrat
SETTLED,404560218303,1.248769723,83583845,0.0,BACK,1.03,2.0,0.0,0.06,0.0,0.06,,2025-10-08 03:57:48,2025-10-08 04:44:12,da226752c680e-139791886685204880,HugoStrat
SETTLED,404560424531,1.248769723,83583845,0.0,BACK,1.04,2.0,0.0,0.08,0.0,0.08,,2025-10-08 04:01:15,2025-10-08 04:44:12,da226752c680e-139791888758460720,HugoStrat
SETTLED,404560629700,1.248769723,83583845,0.0,BACK,1.05,2.0,0.0,0.1,0.0,0.1,,2025-10-08 04:05:14,2025-10-08 04:44:12,da226752c680e-139791891146236330,HugoStrat
SETTLED,404560859581,1.248769723,83583845,0.0,BACK,1.05,2.0,0.0,0.1,0.0,0.1,,2025-10-08 04:10:10,2025-10-08 04:44:12,da226752c680e-139791894108096330,HugoStrat
SETTLED,404560983383,1.248769723,83583845,0.0,BACK,1.11,2.0,0.0,0.22,0.0,0.22,,2025-10-08 04:13:13,2025-10-08 04:44:12,da226752c680e-139791895937466760,HugoStrat
SETTLED,404561020415,1.248769723,83583845,0.0,BACK,1.09,2.0,0.0,0.18,0.0,0.18,,2025-10-08 04:13:57,2025-10-08 04:44:12,da226752c680e-139791896378603050,HugoStrat
SETTLED,404561077777,1.248769723,83583845,0.0,BACK,1.13,2.0,0.0,0.26,0.0,0.26,,2025-10-08 04:15:18,2025-10-08 04:44:12,da226752c680e-139791897181442780,HugoStrat
SETTLED,404561132918,1.248769723,83583845,0.0,BACK,1.12,2.0,0.0,0.24,0.0,0.24,,2025-10-08 04:16:47,2025-10-08 04:44:12,da226752c680e-139791898078827990,HugoStrat
SETTLED,404561195351,1.248769723,83583845,0.0,BACK,1.12,1.0,0.0,0.12,0.0,0.12,,2025-10-08 04:18:18,2025-10-08 04:44:12,da226752c680e-139791898980306580,HugoStrat
SETTLED,404561253477,1.248769723,83583845,0.0,BACK,1.1,2.0,0.0,0.2,0.0,0.2,,2025-10-08 04:19:51,2025-10-08 04:44:12,da226752c680e-139791899912209740,HugoStrat
SETTLED,404561352511,1.248769723,83583845,0.0,BACK,1.07,2.0,0.0,0.14,0.0,0.14,,2025-10-08 04:22:16,2025-10-08 04:44:12,da226752c680e-139791901361117830,HugoStrat
SETTLED,404561451857,1.248769723,83583845,0.0,BACK,1.07,2.0,0.0,0.14,0.0,0.14,,2025-10-08 04:24:37,2025-10-08 04:44:12,da226752c680e-139791902771270060,HugoStrat
SETTLED,404561489495,1.248769723,83583845,0.0,BACK,1.08,2.0,0.0,0.16,0.0,0.16,,2025-10-08 04:25:40,2025-10-08 04:44:12,da226752c680e-139791903407593670,HugoStrat
SETTLED,404561492496,1.248769723,83583845,0.0,BACK,1.13,2.0,0.0,0.26,0.0,0.26,,2025-10-08 04:25:47,2025-10-08 04:44:12,da226752c680e-139791903478283160,HugoStrat
SETTLED,404561636396,1.248769723,83583845,0.0,BACK,1.09,2.0,0.0,0.18,0.0,0.18,,2025-10-08 04:29:34,2025-10-08 04:44:12,da226752c680e-139791905749090810,HugoStrat
SETTLED,404558022482,1.248769724,37303,0.0,BACK,1.04,2.0,0.0,0.08,0.0,0.08,,2025-10-08 03:08:09,2025-10-08 04:44:11,da226752c680e-139791856892445990,HugoStrat
SETTLED,404558261081,1.248769724,37303,0.0,BACK,1.06,2.0,0.0,0.12,0.0,0.12,,2025-10-08 03:14:56,2025-10-08 04:44:11,da226752c680e-139791860966277270,HugoStrat
SETTLED,404558452524,1.248769724,37303,0.0,BACK,1.05,0.97,0.0,0.05,0.0,0.05,,2025-10-08 03:19:20,2025-10-08 04:44:11,da226752c680e-139791863606025580,HugoStrat
SETTLED,404556507141,1.248731465,37303,0.0,BACK,1.04,2.0,0.0,0.08,0.0,0.08,,2025-10-08 02:23:30,2025-10-08 02:49:59,da226752c680e-139791830105315090,HugoStrat
SETTLED,404556631320,1.248731465,37303,0.0,BACK,1.04,2.0,0.0,0.08,0.0,0.08,,2025-10-08 02:26:45,2025-10-08 02:49:59,da226752c680e-139791832055795560,HugoStrat
SETTLED,404556979309,1.248731464,74720236,0.0,BACK,1.12,2.0,0.0,0.24,0.0,0.24,,2025-10-08 02:37:32,2025-10-08 02:49:59,da226752c680e-139791838522305830,HugoStrat
SETTLED,404557033903,1.248731464,74720236,0.0,BACK,1.2,2.0,0.0,0.4,0.0,0.4,,2025-10-08 02:39:16,2025-10-08 02:49:59,da226752c680e-139791839564455480,HugoStrat
SETTLED,404557111853,1.248731464,74720236,0.0,BACK,1.05,2.0,0.0,0.1,0.0,0.1,,2025-10-08 02:41:38,2025-10-08 02:49:59,da226752c680e-139791840986219010,HugoStrat
SETTLED,404557150521,1.248731465,37303,0.0,BACK,1.05,0.94,0.0,0.05,0.0,0.05,,2025-10-08 02:42:27,2025-10-08 02:49:59,da226752c680e-139791841474553820,HugoStrat
SETTLED,404557160265,1.248731464,74720236,0.0,BACK,1.06,2.0,0.0,0.12,0.0,0.12,,2025-10-08 02:42:45,2025-10-08 02:49:59,da226752c680e-139791841653573520,HugoStrat
SETTLED,404550987261,1.248731446,89616171,0.0,BACK,1.23,2.0,0.0,0.46,0.0,0.46,,2025-10-07 23:44:34,2025-10-08 00:44:12,da226752c680e-139791734739944040,HugoStrat
SETTLED,404551752747,1.248731446,89616171,0.0,BACK,1.16,2.0,0.0,0.32,0.0,0.32,,2025-10-08 00:14:38,2025-10-08 00:44:12,da226752c680e-139791752787039020,HugoStrat
SETTLED,404551771113,1.248731446,89616171,0.0,BACK,1.18,1.74,0.0,0.31,0.0,0.31,,2025-10-08 00:15:13,2025-10-08 00:44:12,da226752c680e-139791753135295610,HugoStrat
